nct_id	measurement	text	Symbol	label
NCT05127824	Alterations in transcriptional profiling of tumor-associated TLS and the TME after treatment. IFM reduction in co-expression of exhaustion markers including immune checkpoint molecules (PD1, CTLA4, LAG3, TIM3, TIGIT, BTLA, VISTA) and (pro-apoptotic) Annexin-V, and increase in expression of IFN-gamma and granzyme B in TLS vs. non-TLS-associated tumor tissue.	PD1	PDCD1	gene expression
NCT05127824	Alterations in transcriptional profiling of tumor-associated TLS and the TME after treatment. IFM reduction in co-expression of exhaustion markers including immune checkpoint molecules (PD1, CTLA4, LAG3, TIM3, TIGIT, BTLA, VISTA) and (pro-apoptotic) Annexin-V, and increase in expression of IFN-gamma and granzyme B in TLS vs. non-TLS-associated tumor tissue.	TIGIT	TIGIT	gene expression
NCT05127824	Alterations in transcriptional profiling of tumor-associated TLS and the TME after treatment. IFM reduction in co-expression of exhaustion markers including immune checkpoint molecules (PD1, CTLA4, LAG3, TIM3, TIGIT, BTLA, VISTA) and (pro-apoptotic) Annexin-V, and increase in expression of IFN-gamma and granzyme B in TLS vs. non-TLS-associated tumor tissue.	TIM3	HAVCR2	gene expression
NCT05127824	Alterations in transcriptional profiling of tumor-associated TLS and the TME after treatment. IFM reduction in co-expression of exhaustion markers including immune checkpoint molecules (PD1, CTLA4, LAG3, TIM3, TIGIT, BTLA, VISTA) and (pro-apoptotic) Annexin-V, and increase in expression of IFN-gamma and granzyme B in TLS vs. non-TLS-associated tumor tissue.	TLS	FUS	gene expression
NCT01016106	Heterozygous for Filaggrin (FLG) Null Mutations	Filaggrin	FLG	genetic
NCT01291745	Validation of the prognostic potential of TET2 mutations	TET2	TET2	genetic
NCT01415765	Analyze mutations of the ITAM motifs, CARD11 and A20 in DLBCL	CARD11	CARD11	genetic
NCT01417442	BRAF V600E MUTATION	BRAF	BRAF	genetic
NCT01466257	Mutation rates of HRAS and PIK3CA	PIK3CA	PIK3CA	genetic
NCT01663142	The prevalence of mutations IGRM, Atg16 and IL23 will be determined	IL23	IL23A	genetic
NCT01849705	MC4R mutations	MC4R	MC4R	genetic
NCT01874769	Identification of COL7A1 mutations	COL7A1	COL7A1	genetic
NCT01888055	genetic polymorphism, ApoE4	ApoE4	APOE	genetic
NCT01907555	spectrum of mutations VPS13B	VPS13B	VPS13B	genetic
NCT01970696	DICER1 mutations in ovarian and testicular stromal tumors	DICER1	DICER1	genetic
NCT01971489	PIK3CA mutations	PIK3CA	PIK3CA	genetic
NCT02054299	Genetic variants in OCT1, CYP2C19, CYP2D6 and MAO A	CYP2C19	CYP2C19	genetic
NCT02054299	Genetic variants in OCT1, CYP2C19, CYP2D6 and MAO A	CYP2D6	CYP2D6	genetic
NCT02054299	Genetic variants in OCT1, CYP2C19, CYP2D6 and MAO A	CYP2D6	LOC107987479	genetic
NCT02054299	Genetic variants in OCT1, CYP2C19, CYP2D6 and MAO A	OCT1	POU2F1	genetic
NCT02054299	Genetic variants in OCT1, CYP2C19, CYP2D6 and MAO A	OCT1	SLC22A1	genetic
NCT02065687	Incidence of PIK3 Mutations/Amplifications	PIK3	PIK3CG	genetic
NCT02101775	TP53 mutations	TP53	TP53	genetic
NCT02125344	Examination of PIK3CA mutation	PIK3CA	PIK3CA	genetic
NCT02127034	Genotyping for CYP2D6	CYP2D6	CYP2D6	genetic
NCT02216370	Documented Atrial Fibrillation after episode of cryptogenic stroke / TIA Documented genetic mutation PITX2 chromosome 4q25, polymorphism rs1906591,rs10033464 and ZFHX3 chromosome 16q22, polymorphism rs2106261	PITX2	PITX2	genetic
NCT02296918	development of BTK mutations	BTK	BTK	genetic
NCT02401035	CYP2C19 genotyping will be summarized descriptively	CYP2C19	CYP2C19	genetic
NCT02451865	Mutations in KRAS and NRAS	NRAS	NRAS	genetic
NCT02479087	Role of FVIII mutations in influencing IT achievement	FVIII	F8	genetic
NCT02665819	Detect the genetic polymorphism of the FSH and AMH hormones.	FSH	BRD2	genetic
NCT02738866	Prevalence of ESR1 and PI3K mutations	PI3K	PIK3CG	genetic
NCT02827565	Technical Optimization of KRAS, BRAF and NRAS mutations detection	NRAS	NRAS	genetic
NCT02834234	BAP1 mutations	BAP1	BAP1	genetic
NCT02849977	Identification of individuals with POMC, LepR or PCSK1 genetic mutations	PCSK1	PCSK1	genetic
NCT02849977	Identification of individuals with POMC, LepR or PCSK1 genetic mutations	POMC	POMC	genetic
NCT03114098	prevalence of a CYP2D6 duplication or polymorphisms	CYP2D6	LOC107987479	genetic
NCT03267225	Genetic polymorphism of PXR, LXRalpha, CYP450 on clindamycin clearance before combination therapy with rifampin (clindamycin monotherapy)	PXR	NR1I2	genetic
NCT03318263	incidence of PIK3CA and AKT1 mutations	AKT1	AKT1	genetic
NCT03318263	incidence of ESR1 mutations	ESR1	ESR1	genetic
NCT03460483	Incidence of tumors with microsatellite instability and/or somatic POLE mutations	POLE	POLE	genetic
NCT03537560	Follow-up detection of IDH2 mutations	IDH2	IDH2	genetic
NCT03537560	Detection of IDH2 mutations	IDH2	IDH2	genetic
NCT03698747	Explore whether a genetic mutation in the APoE4 allele predisposes football players to decreased or disorganized myelination after mTBI.	APoE4	APOE	genetic
NCT03768284	CARD14 mutations	CARD14	CARD14	genetic
NCT04241367	Clinical applicability of KRAS mutations	KRAS	KRAS	genetic
NCT04477564	TET2, ASXL1, TP53, JAK2, SF3B1, SRSF2, GNB1, CBL, BCOR, SH2B3, PPM1D mutations screening	ASXL1	ASXL1	genetic
NCT04500535	Distribution of clinical characteristics: BRAF mutation	BRAF	BRAF	genetic
NCT04500535	Distribution of clinical characteristics: KRAS mutation	KRAS	KRAS	genetic
NCT04524975	CYP2D6 polymorphism	CYP2D6	CYP2D6	genetic
NCT04657562	SNP genotyping to address CYP3A genetic variations (CYP3A4 and CYP3A5)	CYP3A	CYP3A4	genetic
NCT04657562	SNP genotyping to address CYP3A genetic variations (CYP3A4 and CYP3A5)	CYP3A4	CYP3A4	genetic
NCT04657562	SNP genotyping to address CYP3A genetic variations (CYP3A4 and CYP3A5)	CYP3A5	CYP3A5	genetic
NCT04878770	FLG null mutations	FLG	FLG	genetic
NCT04904419	Intraoperative Rapid Detection mutation of IDH, TERT and BRAF v600e	BRAF	BRAF	genetic
NCT04938986	KRAS, NRAS and BRAF mutations	BRAF	BRAF	genetic
NCT04947215	LPCAT1 genetic polymorphism	LPCAT1	LPCAT1	genetic
NCT00049556	Biochem. modulation of EGFR signal transduction pathways in skin biopsy tissue by tissue lysate array reduction in phosphorylation of EGFR , AKT, and ERK in skin biopsies at baseline and at 4 weeks during therapy	EGFR	EGFR	phosphorylation
NCT00049556	Biochem. modulation of EGFR signal transduction pathways in skin biopsy tissue by tissue lysate array reduction in phosphorylation of EGFR , AKT, and ERK in skin biopsies at baseline and at 4 weeks during therapy	ERK	MAPK1	phosphorylation
NCT00075647	Descriptive statistics will be applied to report the mean, duration of the effects on p70s6k phosphorylation.	p70s6k	RPS6KB1	phosphorylation
NCT00335868	Changes in histone H3 and CRKL phosphorylation	CRKL	CRKL	phosphorylation
NCT00612209	To evaluate pharmacodynamics of phosphorylated c-Met, total c-Met, apoptosis marker (TUNEL) and phosphorylated FAK in tumor tissue correlated with administration of ARQ 197.	c-Met	MET	phosphorylation
NCT00612209	To evaluate pharmacodynamics of phosphorylated c-Met, total c-Met, apoptosis marker (TUNEL) and phosphorylated FAK in tumor tissue correlated with administration of ARQ 197.	FAK	PTK2	phosphorylation
NCT00673569	Extent of inhibition of ERK phosphorylation by erlotinib hydrochloride	ERK	EPHB2	phosphorylation
NCT00732290	Level of phosphorylated VASP (vasodilator- stimulated phosphoprotein), a good index of P2Y12 activity (platelet receptor of clopidogrel) and P-selectin by flow cytometry.	vasodilator- stimulated phosphoprotein	VASP	phosphorylation
NCT00732290	Level of phosphorylated VASP (vasodilator- stimulated phosphoprotein), a good index of P2Y12 activity (platelet receptor of clopidogrel) and P-selectin by flow cytometry.	VASP	VASP	phosphorylation
NCT00819546	Observe the pharmacodynamic effects on the phosphorylation of FLT3 and on activation of relevant signaling pathways and correlate such activation with response.	FLT3	FLT3	phosphorylation
NCT00904345	Mean Change in Tumor Phosphorylated EGFR (pEGFR)	EGFR	EGFR	phosphorylation
NCT01134601	Changes in Phosphorylated ERK (pERK) in Peripheral Blood Mononuclear Cells and Tumor, and Transforming Growth Factor Alpha (TGFa) Levels	ERK	MAPK1	phosphorylation
NCT01222143	To evaluate the pharmacodynamic effects of nilotinib on pERK and pAKT (phosphorylated ERK and AKT) in AML cells in vivo.	AKT	AKT1	phosphorylation
NCT01222143	To evaluate the pharmacodynamic effects of nilotinib on pERK and pAKT (phosphorylated ERK and AKT) in AML cells in vivo.	ERK	MAPK1	phosphorylation
NCT01240252	Proportion of insulin resistant patients with elevated serine/threonine phosphorylation of IRS-1 in muscle.	IRS-1	IRS1	phosphorylation
NCT01266486	Measure Metformin Induced effects in phosphorylation of S6K, 4E-BP-1 and AMPK via immunohistochemical analysis	4E-BP-1	EIF4EBP1	phosphorylation
NCT01266486	Measure Metformin Induced effects in phosphorylation of S6K, 4E-BP-1 and AMPK via immunohistochemical analysis	AMPK	PRKAA1	phosphorylation
NCT01266486	Measure Metformin Induced effects in phosphorylation of S6K, 4E-BP-1 and AMPK via immunohistochemical analysis	AMPK	PRKAA2	phosphorylation
NCT01266486	Measure Metformin Induced effects in phosphorylation of S6K, 4E-BP-1 and AMPK via immunohistochemical analysis	AMPK	PRKAB1	phosphorylation
NCT01266486	Measure Metformin Induced effects in phosphorylation of S6K, 4E-BP-1 and AMPK via immunohistochemical analysis	S6K	RPS6KB1	phosphorylation
NCT01581060	Assessment of ERK phosphorylation (pERK) in PBMC and tissue, assessment of TNF-alpha in plasma after oral intake of the OBD/MTD.	ERK	MAPK1	phosphorylation
NCT01922167	Quantity of the following proteins and their phosphorylation status: Protein kinase B (Akt) and phosphorylation on Ser473. Eukaryotic translation initiation factor 4E-binding protein 1 (4E-BP1) and phosphorylation on Thr37/46. Ribosomal protein S6 kinase beta-1 (S6K1) and phosphorylation on Thr389. Ribosomal protein S6 (rpS6) and phosphorylation on Ser240/244. Proline-rich Akt substrate of 40 kilodaltons (PRAS40) and phosphorylation on Thr246. Forkhead box O3a (FoxO3a) and phosphorylation on Thr32	FoxO3a	FOXO3	phosphorylation
NCT01922167	Quantity of the following proteins and their phosphorylation status: Protein kinase B (Akt) and phosphorylation on Ser473. Eukaryotic translation initiation factor 4E-binding protein 1 (4E-BP1) and phosphorylation on Thr37/46. Ribosomal protein S6 kinase beta-1 (S6K1) and phosphorylation on Thr389. Ribosomal protein S6 (rpS6) and phosphorylation on Ser240/244. Proline-rich Akt substrate of 40 kilodaltons (PRAS40) and phosphorylation on Thr246. Forkhead box O3a (FoxO3a) and phosphorylation on Thr32	Protein kinase B	PTK2B	phosphorylation
NCT01922167	Quantity of the following proteins and their phosphorylation status: Protein kinase B (Akt) and phosphorylation on Ser473. Eukaryotic translation initiation factor 4E-binding protein 1 (4E-BP1) and phosphorylation on Thr37/46. Ribosomal protein S6 kinase beta-1 (S6K1) and phosphorylation on Thr389. Ribosomal protein S6 (rpS6) and phosphorylation on Ser240/244. Proline-rich Akt substrate of 40 kilodaltons (PRAS40) and phosphorylation on Thr246. Forkhead box O3a (FoxO3a) and phosphorylation on Thr32	Protein kinase B	AKT1	phosphorylation
NCT01925274	Pre defined signaling proteins included Akt (protein kinase B), p-Akt (phosphorylated Akt), p-S6 (phosphorylated ribosomal protein S6), p-Met (phosphorylated Met, a receptor tyrosine kinase), p-mTOR (phosphorylated mammalian target of rapamycin), EGFR (epithelial growth factor receptor), and p-EGFR (phosphorylated EGFR).	ribosomal protein S6	RPS6	phosphorylation
NCT01979523	Change in Suppression of Phosphorylated (p)-ERK, AKT, and Cyclin-D1	AKT	AKT1	phosphorylation
NCT01979523	Change in Suppression of Phosphorylated (p)-ERK, AKT, and Cyclin-D1	Cyclin-D1	CCND1	phosphorylation
NCT02056691	Measuring changes in molecular markers for the effects of exercise and/or diet on AMPK/mTOR signalling pathway (phosphorylated 4EBP1 (P4EBP1), phosphorylated protein kinase B (PPKB/AKT), and phosphorylated AMPK (PAMPK).	AKT	AKT1	phosphorylation
NCT02056691	Measuring changes in molecular markers for the effects of exercise and/or diet on AMPK/mTOR signalling pathway (phosphorylated 4EBP1 (P4EBP1), phosphorylated protein kinase B (PPKB/AKT), and phosphorylated AMPK (PAMPK).	AMPK	PRKAA1	phosphorylation
NCT02056691	Measuring changes in molecular markers for the effects of exercise and/or diet on AMPK/mTOR signalling pathway (phosphorylated 4EBP1 (P4EBP1), phosphorylated protein kinase B (PPKB/AKT), and phosphorylated AMPK (PAMPK).	AMPK	PRKAA2	phosphorylation
NCT02056691	Measuring changes in molecular markers for the effects of exercise and/or diet on AMPK/mTOR signalling pathway (phosphorylated 4EBP1 (P4EBP1), phosphorylated protein kinase B (PPKB/AKT), and phosphorylated AMPK (PAMPK).	AMPK	PRKAB1	phosphorylation
NCT02056691	Measuring changes in molecular markers for the effects of exercise and/or diet on AMPK/mTOR signalling pathway (phosphorylated 4EBP1 (P4EBP1), phosphorylated protein kinase B (PPKB/AKT), and phosphorylated AMPK (PAMPK).	protein kinase B	PTK2B	phosphorylation
NCT02056691	Measuring changes in molecular markers for the effects of exercise and/or diet on AMPK/mTOR signalling pathway (phosphorylated 4EBP1 (P4EBP1), phosphorylated protein kinase B (PPKB/AKT), and phosphorylated AMPK (PAMPK).	protein kinase B	AKT1	phosphorylation
NCT02101905	Ratio of phosphorylated (p)EGFR/total EGFR (PD) in tumor tissue	EGFR	EGFR	phosphorylation
NCT03152786	CREB phosphorylation	CREB	CREB1	phosphorylation
NCT03531996	Longitudinal evaluation of the STAT5 Phosphorylation Index	STAT5	STAT5A	phosphorylation
NCT03531996	Longitudinal evaluation of the STAT5 Phosphorylation Index	STAT5	STAT5B	phosphorylation
NCT03630497	NDRG1 phosphorylation in PBMCs	NDRG1	NDRG1	phosphorylation
NCT03796884	VASP serine 239 phosphorylation	VASP	VASP	phosphorylation
NCT03811717	total and phosphorylated Akt/Protein Kinase B	Protein Kinase B	PTK2B	phosphorylation
NCT03811717	total and phosphorylated Akt/Protein Kinase B	Protein Kinase B	AKT1	phosphorylation
NCT03860870	mTOR phosphorylation in vastus lateralis biopsies	mTOR	MTOR	phosphorylation
NCT04554771	Phosphorylated STAT3 and stromal abundance measured by immunohistochemistry in formalin-fixed paraffin-embedded tumor tissue	STAT3	STAT3	phosphorylation
NCT05012618	Phosphorylation level of ERK protein (pERK) in tumor tissues biomarkers as applicable in tumor tissues	ERK protein	MAPK1	phosphorylation
NCT05016557	mTOR phosphorylation	mTOR	MTOR	phosphorylation
NCT05107219	Vasodilator-stimulated phosphoprotein (VASP) phosphorylation in normal appearing duodenal mucosa	Vasodilator-stimulated phosphoprotein	VASP	phosphorylation
NCT05107219	Vasodilator-stimulated phosphoprotein (VASP) phosphorylation in normal appearing duodenal mucosa	VASP	VASP	phosphorylation
NCT00416403	Blood and serum markers, including C-reactive protein, cleaved caspase 3, HER2, CD68, macrophages and immunoregulatory CD25 T cells, estrogen and progesterone receptors, mRNA, low-density lipoprotein, and cholesterol	C-reactive protein	CRP	protein
NCT00805181	Blood and urine biomarkers (procalcitonin, C-reactive protein, SIGNATURE(TM) test, pyuria	C-reactive protein	CRP	protein
NCT00976599	Matrix Metallopeptidase 3 (MMP3), Osteocalcin and Osteopontin Levels at 1 Hour Post-dose on Day 28	Matrix Metallopeptidase 3	MMP3	protein
NCT00976599	Matrix Metallopeptidase 3 (MMP3), Osteocalcin and Osteopontin Levels at 1 Hour Post-dose on Day 28	MMP3	MMP3	protein
NCT00976599	Matrix Metallopeptidase 3 (MMP3), Osteocalcin and Osteopontin Levels at 1 Hour Post-dose on Day 28	Osteocalcin	BGLAP	protein
NCT00976599	Matrix Metallopeptidase 3 (MMP3), Osteocalcin and Osteopontin Levels at 1 Hour Post-dose on Day 28	Osteopontin	SPP1	protein
NCT00998062	Biomarkers: Interleukines 6 and 10, oxidized LDL, VCAM, ICAM, TNF alpha, neopterin, fibrinogen, lp(a), MMP 9 Apo A, Apo B, adiponectin, leptin, resistin, and yet other	adiponectin	ADIPOQ	protein
NCT01225172	Blood and urine samples were obtained at specified times points for laboratory evaluations. Clinical Laboratory Sage Panels included: Hematology: Hemoglobin, Hematocrit, Red blood cell, Total leukocyte count, including differential, Platelet count. Serum Chemistry : Albumin, Aspartate aminotransferase (AST), Alanine aminotransferase (ALT), Alkaline phosphatase (ALK-P), Bilirubin, total (TB). Reflex testing of direct (conjugated) and indirect (unconjugated) bilirubin will be ordered if total bilirubin > 5X ULN, Blood urea nitrogen (BUN or urea), Calcium, Chloride, Cholesterol, Creatinine, serum, Glucose, fasting plasma, Lactate dehydrogenase (LDH), Magnesium, Phosphorus, Potassium, Protein, total, Sodium, Triglycerides, Uric acid Urinalysis, Blood, Glucose, Ketones, Leukocyte esterase, pH, Protein Laboratory tests were graded using the National Cancer Institute-Common Toxicity Criteria for Adverse Events (CTCAE), Version 4.0 criteria	Alanine aminotransferase	GPT	protein
NCT01225172	Blood and urine samples were obtained at specified times points for laboratory evaluations. Clinical Laboratory Sage Panels included: Hematology: Hemoglobin, Hematocrit, Red blood cell, Total leukocyte count, including differential, Platelet count. Serum Chemistry : Albumin, Aspartate aminotransferase (AST), Alanine aminotransferase (ALT), Alkaline phosphatase (ALK-P), Bilirubin, total (TB). Reflex testing of direct (conjugated) and indirect (unconjugated) bilirubin will be ordered if total bilirubin > 5X ULN, Blood urea nitrogen (BUN or urea), Calcium, Chloride, Cholesterol, Creatinine, serum, Glucose, fasting plasma, Lactate dehydrogenase (LDH), Magnesium, Phosphorus, Potassium, Protein, total, Sodium, Triglycerides, Uric acid Urinalysis, Blood, Glucose, Ketones, Leukocyte esterase, pH, Protein. Laboratory tests were graded using the National Cancer Institute-Common Toxicity Criteria for Adverse Events (CTCAE), Version 4.0 criteria	Alanine aminotransferase	GPT	protein
NCT01225172	Blood and urine samples were obtained at specified times points for laboratory evaluations. Clinical Laboratory Sage Panels included: Hematology: Hemoglobin, Hematocrit, Red blood cell, Total leukocyte count, including differential, Platelet count. Serum Chemistry : Albumin, Aspartate aminotransferase (AST), Alanine aminotransferase (ALT), Alkaline phosphatase (ALK-P), Bilirubin, total (TB). Reflex testing of direct (conjugated) and indirect (unconjugated) bilirubin will be ordered if total bilirubin > 5X ULN, Blood urea nitrogen (BUN or urea), Calcium, Chloride, Cholesterol, Creatinine, serum, Glucose, fasting plasma, Lactate dehydrogenase (LDH), Magnesium, Phosphorus, Potassium, Protein, total, Sodium, Triglycerides, Uric acid Urinalysis, Blood, Glucose, Ketones, Leukocyte esterase, pH, Protein Laboratory tests were graded using the National Cancer Institute-Common Toxicity Criteria for Adverse Events (CTCAE), Version 4.0 criteria	Albumin	ALB	protein
NCT01225172	Blood and urine samples were obtained at specified times points for laboratory evaluations. Clinical Laboratory Sage Panels included: Hematology: Hemoglobin, Hematocrit, Red blood cell, Total leukocyte count, including differential, Platelet count. Serum Chemistry : Albumin, Aspartate aminotransferase (AST), Alanine aminotransferase (ALT), Alkaline phosphatase (ALK-P), Bilirubin, total (TB). Reflex testing of direct (conjugated) and indirect (unconjugated) bilirubin will be ordered if total bilirubin > 5X ULN, Blood urea nitrogen (BUN or urea), Calcium, Chloride, Cholesterol, Creatinine, serum, Glucose, fasting plasma, Lactate dehydrogenase (LDH), Magnesium, Phosphorus, Potassium, Protein, total, Sodium, Triglycerides, Uric acid Urinalysis, Blood, Glucose, Ketones, Leukocyte esterase, pH, Protein. Laboratory tests were graded using the National Cancer Institute-Common Toxicity Criteria for Adverse Events (CTCAE), Version 4.0 criteria	Albumin	ALB	protein
NCT01225172	Blood and urine samples were obtained at specified times points for laboratory evaluations. Clinical Laboratory Sage Panels included: Hematology: Hemoglobin, Hematocrit, Red blood cell, Total leukocyte count, including differential, Platelet count. Serum Chemistry : Albumin, Aspartate aminotransferase (AST), Alanine aminotransferase (ALT), Alkaline phosphatase (ALK-P), Bilirubin, total (TB). Reflex testing of direct (conjugated) and indirect (unconjugated) bilirubin will be ordered if total bilirubin > 5X ULN, Blood urea nitrogen (BUN or urea), Calcium, Chloride, Cholesterol, Creatinine, serum, Glucose, fasting plasma, Lactate dehydrogenase (LDH), Magnesium, Phosphorus, Potassium, Protein, total, Sodium, Triglycerides, Uric acid Urinalysis, Blood, Glucose, Ketones, Leukocyte esterase, pH, Protein Laboratory tests were graded using the National Cancer Institute-Common Toxicity Criteria for Adverse Events (CTCAE), Version 4.0 criteria	ALT	GPT	protein
NCT01225172	Blood and urine samples were obtained at specified times points for laboratory evaluations. Clinical Laboratory Sage Panels included: Hematology: Hemoglobin, Hematocrit, Red blood cell, Total leukocyte count, including differential, Platelet count. Serum Chemistry : Albumin, Aspartate aminotransferase (AST), Alanine aminotransferase (ALT), Alkaline phosphatase (ALK-P), Bilirubin, total (TB). Reflex testing of direct (conjugated) and indirect (unconjugated) bilirubin will be ordered if total bilirubin > 5X ULN, Blood urea nitrogen (BUN or urea), Calcium, Chloride, Cholesterol, Creatinine, serum, Glucose, fasting plasma, Lactate dehydrogenase (LDH), Magnesium, Phosphorus, Potassium, Protein, total, Sodium, Triglycerides, Uric acid Urinalysis, Blood, Glucose, Ketones, Leukocyte esterase, pH, Protein. Laboratory tests were graded using the National Cancer Institute-Common Toxicity Criteria for Adverse Events (CTCAE), Version 4.0 criteria	ALT	GPT	protein
NCT01243788	Biomarkers: serum Clara cell 16 (CC-16) protein and serum surfactant protein D (SPD)	surfactant protein D	SFTPD	protein
NCT01590316	Blood and urine biomarkers (brain fatty acid binding protein, neuroketal, and S100β).	fatty acid binding protein	GOT2	protein
NCT01727791	The following parameters were analyzed for laboratory abnormalities: hematology (hemoglobin, hematocrit, red blood cell count, mean corpuscular volume [MCV], mean corpuscular hemoglobin [MCH], mean corpuscular hemoglobin concentration [MCHC], platelets, white blood cell count, lymphocytes, total neutrophils, basophils, eosinophils, monocytes); liver function (bilirubin, aspartate aminotransferase, alanine aminotransferase, alkaline phosphatase, total protein, albumin); renal function (blood urea nitrogen, creatinine, uric acid); electrolytes (sodium, potassium, chloride, calcium, bicarbonate); clinical chemistry (glucose); urinalysis (urine pH, glucose, ketones, protein, urine blood/hemoglobin, nitrite).	alanine aminotransferase	GPT	protein
NCT01727791	The following parameters were analyzed for laboratory abnormalities: hematology (hemoglobin, hematocrit, red blood cell count, mean corpuscular volume [MCV], mean corpuscular hemoglobin [MCH], mean corpuscular hemoglobin concentration [MCHC], platelets, white blood cell count, lymphocytes, total neutrophils, basophils, eosinophils, monocytes); liver function (bilirubin, aspartate aminotransferase, alanine aminotransferase, alkaline phosphatase, total protein, albumin); renal function (blood urea nitrogen, creatinine, uric acid); electrolytes (sodium, potassium, chloride, calcium, bicarbonate); clinical chemistry (glucose); urinalysis (urine pH, glucose, ketones, protein, urine blood/hemoglobin, nitrite).	albumin	ALB	protein
NCT02190747	Blood and urine samples for analysis of cartilage, bone, angiogenesis, and inflammation biomarkers were collected. C-reactive protein was analysed as a inflammation biomarker.	C-reactive protein	CRP	protein
NCT02205333	Laboratory evaluations of blood and urine samples were performed, including hematology (white blood cell [WBC] count with differential, red blood cell [RBC] count, hematocrit, hemoglobin, platelet count, mean corpuscular volume [MCV], and mean corpuscular hemoglobin concentration [MCHC]); serum chemistry (calcium, chloride, magnesium, creatinine, sodium, blood urea nitrogen [BUN], bicarbonate, glucose, aspartate transaminase [AST], total bilirubin, C-reactive protein, gamma-glutamyl transpeptidase [GGT], lactate dehydrogenase, uric acid, potassium, alanine transaminase [ALT], alkaline phosphatase, albumin, total protein, triglycerides, and cholesterol); urinalysis; and coagulation parameters.	alanine transaminase	GPT	protein
NCT02205333	Laboratory evaluations of blood and urine samples were performed, including hematology (white blood cell [WBC] count with differential, red blood cell [RBC] count, hematocrit, hemoglobin, platelet count, mean corpuscular volume [MCV], and mean corpuscular hemoglobin concentration [MCHC]); serum chemistry (calcium, chloride, magnesium, creatinine, sodium, blood urea nitrogen [BUN], bicarbonate, glucose, aspartate transaminase [AST], total bilirubin, C-reactive protein, gamma-glutamyl transpeptidase [GGT], lactate dehydrogenase, uric acid, potassium, alanine transaminase [ALT], alkaline phosphatase, albumin, total protein, triglycerides, and cholesterol); urinalysis; and coagulation parameters.	albumin	ALB	protein
NCT02205333	Laboratory evaluations of blood and urine samples were performed, including hematology (white blood cell [WBC] count with differential, red blood cell [RBC] count, hematocrit, hemoglobin, platelet count, mean corpuscular volume [MCV], and mean corpuscular hemoglobin concentration [MCHC]); serum chemistry (calcium, chloride, magnesium, creatinine, sodium, blood urea nitrogen [BUN], bicarbonate, glucose, aspartate transaminase [AST], total bilirubin, C-reactive protein, gamma-glutamyl transpeptidase [GGT], lactate dehydrogenase, uric acid, potassium, alanine transaminase [ALT], alkaline phosphatase, albumin, total protein, triglycerides, and cholesterol); urinalysis; and coagulation parameters.	C-reactive protein	CRP	protein
NCT02517489	Biomarkers: plasmatic concentration of pro-inflammatory cytokines (IL-6, IL-20, IL-22, IL-22BP, HBD2, TNF) at baseline, day 3 and day 7	IL-6	IL6	protein
NCT02517489	Biomarkers: plasmatic concentration of pro-inflammatory cytokines (IL-6, IL-20, IL-22, IL-22BP, HBD2, TNF) at baseline, day 3 and day 7	TNF	TNF	protein
NCT02550665	blood AST/ALT	AST	GOT1	protein
NCT02550665	blood AST/ALT	AST	GOT2	protein
NCT02629874	Blood plasma levels of TNF-alfa, IL-6 and IL-10, IL-8, IL12-p70, IL-1RA, MCP-1, ICAM, VCAM, MIP1-alfa, MIP1-beta,	IL-10	IL10	protein
NCT02629874	Blood plasma levels of TNF-alfa, IL-6 and IL-10, IL-8, IL12-p70, IL-1RA, MCP-1, ICAM, VCAM, MIP1-alfa, MIP1-beta,	IL-1RA	IL1RN	protein
NCT02629874	Blood plasma levels of TNF-alfa, IL-6 and IL-10, IL-8, IL12-p70, IL-1RA, MCP-1, ICAM, VCAM, MIP1-alfa, MIP1-beta,	IL-6	IL6	protein
NCT02629874	Blood plasma levels of TNF-alfa, IL-6 and IL-10, IL-8, IL12-p70, IL-1RA, MCP-1, ICAM, VCAM, MIP1-alfa, MIP1-beta,	IL-8	CXCL8	protein
NCT02629874	Blood plasma levels of TNF-alfa, IL-6 and IL-10, IL-8, IL12-p70, IL-1RA, MCP-1, ICAM, VCAM, MIP1-alfa, MIP1-beta,	MCP-1	CCL2	protein
NCT02629874	Blood plasma levels of TNF-alfa, IL-6 and IL-10, IL-8, IL12-p70, IL-1RA, MCP-1, ICAM, VCAM, MIP1-alfa, MIP1-beta,	MIP1-beta	CCL4	protein
NCT02629874	Blood plasma levels of TNF-alfa, IL-6 and IL-10, IL-8, IL12-p70, IL-1RA, MCP-1, ICAM, VCAM, MIP1-alfa, MIP1-beta,	MIP1-beta	CCL4L1	protein
NCT02629874	Blood plasma levels of TNF-alfa, IL-6 and IL-10, IL-8, IL12-p70, IL-1RA, MCP-1, ICAM, VCAM, MIP1-alfa, MIP1-beta,	MIP1-beta	CCL4L2	protein
NCT02790489	Blood AST	AST	GOT1	protein
NCT02790489	Blood AST	AST	GOT2	protein
NCT02826798	Blood and urine samples were collected at screening for all evaluations with additional blood samples obtained on Days 28, 56, 84, 168, 196, 280, and 336. The following clinical laboratory evaluations were performed: Biochemistry: alanine aminotransferase; aspartate aminotransferase; creatinine; blood urea nitrogen; Hematology: neutrophils, lymphocytes, eosinophils, hemoglobin, platelet count, white blood cell count; Infection status: HIV, hepatitis B, hepatitis C, and cytomegalovirus; and Urinalysis: blood, glucose, protein.	alanine aminotransferase	GPT	protein
